,file,sentence
9154,MB130-0031,Бурхан миний ичгүүрийг арилгаж өглөө хэмээн хүүгээ Иосеф гэж нэрлээд
9155,MB130-0032,ЭЗЭН надад бас нэг хүү нэмж өгөх болтугай! гэжээ.
9156,MB130-0033,Иаковын сүрэг өсөн дэвжив
9157,MB130-0034,Рахел Иосефыг төрүүлэх үед Иаков Лабанд
9158,MB130-0035,"Намайг явуулаач. Намайг өөрийн нутаг, эх оронд минь буцаагаач!"
9159,MB130-0036,"Миний танд зарцлагдаж байгаад авсан эхнэр, хүүхдүүдийг минь надад өгч, намайг явуулаач!"
9160,MB130-0037,Танд хэрхэн зарцлагдсаныг минь та мэднэ шүү дээ гэв. Лабан түүнд
9161,MB130-0038,ЭЗЭН чиний төлөө намайг ерөөснийг би зөн совингоороо мэдсэн.
9162,MB130-0039,Хэрэв би тааллыг чинь олсон бол чи ажлын хөлсөө өөрөө тогтоо. Би өгье
9163,MB130-0040,гэж хэлэв. Иаков түүнд
9164,MB130-0041,Би танд хэрхэн зарцлагдсаныг болон над дээр таны мал сүрэг ямар болсныг та мэднэ шүү дээ.
9165,MB130-0042,"Намайг ирэхийн өмнө таны эд хөрөнгө бага байсан, одоо үлэмж өсөн нэмэгдлээ."
9166,MB130-0043,Алхам бүрд минь ЭЗЭН таныг ерөөсөн.
9167,MB130-0044,Би одоо хэзээ өөрийнхөө гэр орны төлөө ажиллах юм бэ? гэв. Лабан
9168,MB130-0045,Би чамд юу өгөх вэ? гэсэнд Иаков
9169,MB130-0046,Надад юу ч бүү өг! Хэрэв миний төлөө энэ зүйлийг хийвэл би таны мал сүргийг дахин хариулж хамгаалъя.
9170,MB130-0047,"Өнөөдөр би таны хонин сүргийн дундуур явж алаг, цоохор, хар хоньд"
9171,MB130-0048,"бас алаг, цоохор ямаануудыг ялган авна. Тэдгээр нь миний хөлс болно."
9172,MB130-0049,Дараа нь та хөлсний талаар намайг шалгах гэж ирэхэд миний үнэнч шударга байдал намайг гэрчилж батлах болно.
9173,MB130-0050,"Ямаан сүргийн дунд алаг болон цоохор биш ямаа, хонин сүргийн дунд хар биш хонь байвал бүгдийг нь намайг хулгайлсанд тооцоорой гэсэнд Лабан"
9174,MB130-0051,"За, чиний хэлсэн ёсоор болъё! гэв."
9175,MB130-0052,"Лабан тэр өдрөө алаг, цоохор эр ямаа мөн харлаг, хар цоохор эм ямаа, хар хоньдыг ялган, хөвгүүдийнхээ гарт өгчээ."
9176,MB130-0053,"Тэрээр Иаковаас гурав хоногийн зайтай газар бууж, Иаков Лабаны үлдсэн хонин сүргийг хариулсаар байлаа."
9177,MB130-0054,"Иаков бургас, гүйлс, уянгат модны залуу ногоон мөчрийг аваад, хальсыг нь хуулан, цагаан судал гаргажээ."
9178,MB130-0055,"Тэрээр хальсыг нь хуулсан мөчрүүдээ худгийнхаа онгоцнуудын дэргэд босгож, ус уухаар ирсэн хонины эгц өмнө нь байхаар тохируулжээ."
9179,MB130-0056,"Хоньд ус уух үед мөчрийн өмнө хээл авсан тэдгээр хоньд алаг, эрээн цоохор хурга гаргажээ."
9180,MB130-0057,"Иаков хургануудыг ялгаж, Лабаны хонин сүргээс алаг, хар зүсмийн хоньдыг Лабаны сүргийн нөгөө талд нь ялгав."
9181,MB130-0058,Өөрийнхөө сүргийг Лабаны сүрэгтэй холилдуулалгүй тусгаарлав.
9182,MB130-0059,"Тарга хүчтэй хоньд хээл авах үед Иаков сүргийн нүдний өмнө, онгоцонд нөгөө мөчрөө тавьж, тэдгээр хоньд мөчрийн дэргэд хээлтдэг байжээ."
9183,MB130-0060,Харин хоньд тарга хүчгүй байвал нөгөө мөчрөө тавьдаггүй байв.
9184,MB130-0061,"Ингээд тарга хүчгүй хонь нь Лабаных болж, тарга хүчтэй хонь нь Иаковынх болжээ."
9185,MB130-0062,"Ингэж тэр хүн арвинаас арвин хөрөнгө, олон мал сүрэг, эрэгтэй эмэгтэй зарц нар, тэмээ бас илжигтэй болжээ."
9186,MB131-0001,Иаков Лабанаас зугтсан нь
9187,MB131-0002,Лабаны хөвгүүд —Бидний эцгийн бүх хөрөнгийг Иаков авчээ.
9188,MB131-0003,Тэрээр манай аавын бүхий л хөрөнгөөр ийм баян чинээлэг болжээ гэж ярихыг Иаков сонсов.
9189,MB131-0004,Иаков Лабаны царайг хараад тэрээр өөрт нь урьдынхтай адилгүй хандаж байгааг ажиглав.
9190,MB131-0005,"ЭЗЭН, Иаковт —Чи эцэг өвгөдийнхөө нутаг, төрөл садан уруугаа буцаж яв. Би чамтай хамт гэлээ."
9191,MB131-0006,"Иаков хэл явуулж, Рахел Леа хоёрыг сүргийнхээ бэлчээрт дуудаж ирүүлээд тэдэнд хэлэхдээ"
9192,MB131-0007,Эцэг чинь надад өчигдөр уржигдарынх шигээ ч байхаа больсныг би царайнаас нь харж байна.
9193,MB131-0008,Харин миний эцгийн Бурхан надтай хамт байсан.
9194,MB131-0009,Намайг эцэгт чинь хамаг хүчээрээ зүтгэснийг та нар мэднэ.
9195,MB131-0010,"Гэвч эцэг чинь намайг мэхэлж, миний авах хөлсийг арван удаа өөрчилсөн билээ."
9196,MB131-0011,Гэсэн хэдий ч надад муу юм хийхийг Бурхан түүнд зөвшөөрөөгүй.
9197,MB131-0012,Тэрээр “Цоохор зүсмийнх нь чиний хөлс болно” гэсэн тул бүх сүрэг цоохор зүсмийн төл гаргасан. Тэрээр “Алаг зүсмийнх нь чиний хөлс болно” гэсэн тул бүх сүрэг нь алаг зүсмийн төл гаргасан.
9198,MB131-0013,Ингэж л Бурхан та нарын эцгийн малыг авч надад өгөв.
9199,MB131-0014,"Ямаан сүрэг хээл авах үед би зүүдэндээ нүд өргөн харахад, хээлтүүлэгч ухна болгон алаг, цоохор, тарлан зүстэй байлаа."
9200,MB131-0015,Бурханы тэнгэрэлч зүүдэнд минь —Иаков! хэмээсэнд —Би энд байна гэж би хариулсан.
9201,MB131-0016,"Чи нүдээ өргөн хар! Хээлтүүлэгч хуц болгон алаг, цоохор, тарлан зүстэй байна."
9202,MB131-0017,Учир нь Лабаны чамд хийсээр ирсэн бүх зүйлийг би харсан. Би Бетелийн Бурхан байна.
9203,MB131-0018,"Чи тэнд дурсгалын багананд тос асгаж, тэнд Надад ам өчиг өгсөн билээ. Тиймээс одоо босож, энэ газрыг орхин төрсөн нутагтаа буц! гэлээ."
9204,MB131-0019,Рахел Леа хоёр түүнд —Эцгийн гэрээс бидэнд ногдох ямар нэгэн өмч эсвэл хувь бий гэж үү?
9205,MB131-0020,Тэр биднийг харийнхан гэж тооцдог биш үү?
9206,MB131-0021,"Учир нь тэрээр биднийг худалдаж, бас бидний бүх мөнгийг үрсэн."
9207,MB131-0022,Эцгээс маань Бурханы авсан бүх хөрөнгө биднийх бөгөөд бидний үр хүүхдүүдийнх учир танд Бурханы хэлсэн бүхнийг хийтүгэй! гэв.
9208,MB131-0023,"Иаков босож, эхнэр хүүхдээ тэмээ унуулж, өөрийн олсон бүх мал сүрэг хөрөнгөө буюу Паддан-Арамаас олсон бүх мал сүргээ туугаад Канаан нутагтаа, эцэг Исаакдаа очихоор хөдлөв."
9209,MB131-0024,Тэр үед Лабаныг хонио хяргахаар явсан хойгуур нь Рахел аавынхаа гэрийн шүтээнүүдийг хулгайлан авчээ.
9210,MB131-0025,"Иаков оргон зугтахаа арам хүн Лабанд хэлэлгүй, түүнийг мэхэлжээ."
9211,MB131-0026,"Тэрээр хамаг хөрөнгөө аваад Евфрат мөрнийг гатлан зугтаж, Гилеадын уулархаг нутгийг зорив."
9212,MB131-0027,Иаковыг мөшгөв
9213,MB131-0028,"Иаковын зугтсаныг түүнээс хойш гурав хоногийн дараа Лабан дуулаад, ах дүү нараа дагуулан, түүний хойноос долоо хоног мөшгөн хөөж, Гилеадын уулархаг нутагт түүнийг гүйцэн иржээ."
9214,MB131-0029,Шөнө нь арам хүн Лабаны зүүдэнд Бурхан хүрч ирээд
9215,MB131-0030,"Чи болгоомжил, Иаковт сайн муу юу ч битгий хэл! гэжээ."
9216,MB131-0031,Лабан Иаковыг гүйцэн очиход Иаков ууланд майхнаа босгосон байв.
